game,missing_queen,missing_rook,missing_bishop,missing_knight,missing_two_pawns,black_missing_queen,black_missing_rook,timestamp
1100,-0.9356,+0.0618,+0.0226,+0.0199,+0.0241,+0.0015,+0.0200,2026-08-28 10:56:42
1120,-0.7579,-0.1927,-0.0282,-0.0287,-0.0483,+0.1562,-0.0064,2026-08-28 11:15:57
1140,-0.9383,-0.1060,+0.0206,+0.0166,+0.0558,+0.0074,+0.0188,2026-08-28 11:35:00
1160,-0.9962,-0.3071,+0.0181,-0.0151,-0.1310,+0.0879,+0.0268,2026-08-28 11:53:30
1180,-0.9306,-0.5357,+0.0097,+0.0045,+0.0095,+0.2447,+0.0059,2026-08-28 12:12:24
1200,-0.9166,-0.1700,-0.0010,-0.0009,+0.0464,+0.0737,-0.0001,2026-08-28 12:33:18
1220,-0.9752,-0.7157,-0.0906,-0.2297,-0.4000,-0.2273,-0.0338,2026-08-28 12:55:34
1240,-0.5614,-0.0966,+0.0101,+0.0099,+0.0118,-0.0897,+0.0023,2026-08-28 13:15:15
1260,-0.9918,-0.3206,+0.0011,-0.0062,-0.0301,+0.0422,-0.0352,2026-08-28 13:33:40
1280,-0.9764,-0.6640,+0.0136,+0.0093,-0.0220,+0.0938,+0.0030,2026-08-28 13:52:33
