game,missing_queen,missing_rook,missing_bishop,missing_knight,missing_two_pawns,black_missing_queen,black_missing_rook,timestamp
1000,-0.1179,-0.4712,-0.0440,-0.0324,-0.0235,-0.0664,-0.1298,2026-08-26 08:22:53
1020,+0.0262,-0.3388,+0.0381,+0.0374,+0.0395,-0.1019,-0.0285,2026-08-26 08:41:43
1040,-0.1635,-0.8098,+0.0307,+0.0317,+0.0025,-0.0298,-0.3353,2026-08-26 08:56:49
1060,-0.5900,-0.6361,-0.0030,+0.0230,-0.0911,-0.0977,-0.6349,2026-08-26 09:11:44
1080,+0.0079,-0.0530,+0.0491,+0.0488,+0.0569,-0.0387,-0.0814,2026-08-26 09:28:54
1100,-0.4365,-0.4142,+0.0407,+0.0376,-0.0484,-0.0501,-0.2076,2026-08-27 01:02:17
1120,-0.7656,-0.7720,+0.0336,+0.0331,+0.0008,-0.1180,-0.1299,2026-08-27 01:18:17
1140,-0.6356,-0.4480,+0.0217,+0.0284,-0.0858,-0.0334,-0.3418,2026-08-27 01:31:29
1160,-0.5825,-0.7139,+0.0421,+0.0453,-0.0235,+0.0041,-0.4563,2026-08-27 01:50:08
1180,-0.1111,-0.4067,+0.0277,+0.0232,-0.0122,-0.0410,-0.1386,2026-08-27 02:09:04
1200,-0.4962,-0.5847,+0.0104,+0.0103,-0.0881,-0.0653,-0.0955,2026-08-27 02:22:03
1220,-0.0096,-0.1675,+0.0102,+0.0094,+0.0034,-0.0213,-0.2288,2026-08-27 02:39:23
1240,-0.3929,-0.0472,+0.0145,+0.0160,+0.0128,-0.0104,-0.1320,2026-08-27 02:51:00
1260,-0.3337,-0.3244,+0.0308,+0.0296,-0.0064,-0.0247,-0.1718,2026-08-27 03:09:56
1280,-0.4299,-0.5455,+0.0501,+0.0499,+0.0423,+0.0084,-0.4393,2026-08-27 03:25:50
1300,-0.0293,-0.3464,+0.0116,+0.0145,+0.0173,-0.0016,-0.4255,2026-08-27 03:38:23
1320,-0.7036,-0.1939,+0.0293,+0.0284,+0.0266,+0.0605,-0.0811,2026-08-27 03:53:33
1340,-0.6949,-0.3911,+0.0244,+0.0664,-0.1796,+0.0112,-0.5243,2026-08-27 04:08:49
1360,-0.3257,-0.0491,+0.0183,+0.0320,-0.0715,+0.0112,+0.0284,2026-08-27 04:28:41
1380,-0.0364,-0.0155,+0.0296,+0.0337,+0.0723,-0.0450,+0.0264,2026-08-27 04:43:33
1400,-0.8205,-0.9829,+0.0624,+0.1066,+0.1305,+0.0220,-0.4676,2026-08-27 05:00:39
1420,+0.0054,-0.0335,+0.1182,+0.1229,+0.1441,+0.0336,+0.0656,2026-08-27 05:17:27
1440,-0.3412,-0.3581,+0.0338,+0.0403,+0.0380,+0.0299,-0.2390,2026-08-27 05:33:30
1460,-0.0783,-0.2220,+0.0997,+0.1002,+0.1079,+0.0463,-0.2045,2026-08-27 05:52:11
1480,-0.1396,-0.5332,+0.0314,+0.0317,+0.0376,-0.0254,-0.1046,2026-08-27 06:06:27
1500,-0.1600,-0.3246,+0.0112,+0.0177,+0.0237,+0.0169,-0.1635,2026-08-27 06:23:45
1520,-0.4951,+0.0249,+0.0329,+0.0454,-0.0094,+0.0598,-0.4264,2026-08-27 06:47:44
1540,-0.8552,-0.5294,+0.0317,+0.0255,-0.1256,+0.0263,-0.5302,2026-08-27 07:05:38
1560,-0.1809,+0.0085,+0.0401,+0.0405,+0.0001,+0.0421,-0.2858,2026-08-27 07:25:13
1580,-0.7707,-0.5935,+0.0353,+0.0369,-0.0386,+0.0414,-0.6768,2026-08-27 07:43:19
1600,-0.8374,-0.6902,+0.0694,+0.0754,-0.1063,+0.1327,-0.5187,2026-08-27 08:00:27
1620,-0.0376,-0.0171,+0.0317,+0.0299,+0.0286,-0.0609,-0.1779,2026-08-27 08:18:35
